EEID,satisfaction_level,satisfaction_level_bucket,last_evaluation,last_evaluation_bucket,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary,Burnout risk
EMP-8432,4,High,3,Medium,3,146,3,0,0,0,technical,low,Stable
EMP-8433,3,Medium,3,Medium,4,245,2,0,0,0,technical,low,Stable
EMP-8434,3,Medium,3,Medium,3,131,2,0,0,0,technical,low,Stable
EMP-8435,3,Medium,2,Low,3,108,4,0,0,0,technical,low,Stable
EMP-8436,4,High,4,High,5,206,3,0,0,0,technical,low,Stable
EMP-8437,3,Medium,3,Medium,3,146,4,1,0,0,technical,low,Stable
EMP-8438,3,Medium,3,Medium,2,171,2,0,0,0,technical,low,Stable
EMP-8439,4,High,3,Medium,4,173,2,1,0,0,technical,low,Stable
EMP-8440,3,Medium,3,Medium,5,240,3,0,0,0,technical,high,Stable
EMP-8441,3,Medium,3,Medium,4,199,2,0,0,0,technical,low,Stable
EMP-8442,3,Medium,4,High,3,237,3,1,0,0,technical,low,Stable
EMP-8443,3,Medium,4,High,3,258,4,0,0,0,support,low,Stable
EMP-8444,4,High,4,High,4,269,3,1,0,0,support,low,Stable
EMP-8445,4,High,4,High,5,245,4,0,0,0,support,high,Stable
EMP-8446,4,High,3,Medium,4,164,3,0,0,0,support,low,Stable
EMP-8447,3,Medium,3,Medium,4,256,3,1,0,0,support,low,Stable
EMP-8448,5,High,4,High,4,213,3,0,0,0,support,low,Stable
EMP-8449,5,High,4,High,3,193,3,1,0,0,support,high,Stable
EMP-8450,4,High,3,Medium,3,179,2,0,0,0,support,low,Stable
EMP-8451,2,Low,5,High,6,278,5,1,0,0,support,medium,Burnout Risk
EMP-8452,5,High,3,Medium,3,256,2,0,0,0,support,high,Stable
EMP-8453,2,Low,4,High,5,173,4,0,0,0,support,medium,Stable
EMP-8454,4,High,4,High,4,179,3,0,0,0,technical,high,Stable
EMP-8455,4,High,3,Medium,4,145,5,0,0,0,technical,medium,Stable
EMP-8456,3,Medium,4,High,3,168,4,0,0,0,technical,medium,Stable
EMP-8457,5,High,5,High,4,213,3,0,0,0,management,medium,Stable
EMP-8458,4,High,5,High,6,150,5,0,0,0,IT,medium,Stable
EMP-8459,4,High,4,High,3,262,3,0,0,0,IT,medium,Stable
EMP-8460,3,Medium,4,High,4,149,4,1,0,0,IT,medium,Stable
EMP-8461,5,High,4,High,5,139,2,0,0,0,IT,medium,Stable
EMP-8462,3,Medium,5,High,3,272,2,0,0,0,IT,medium,Stable
EMP-8463,5,High,4,High,3,252,4,0,0,0,product_mng,high,Stable
EMP-8464,4,High,3,Medium,3,232,4,0,0,0,product_mng,low,Stable
EMP-8465,4,High,3,Medium,3,266,2,0,0,0,product_mng,medium,Stable
EMP-8466,3,Medium,4,High,4,264,3,0,0,0,product_mng,medium,Stable
EMP-8467,5,High,4,High,4,142,2,0,0,0,IT,medium,Stable
EMP-8468,4,High,4,High,5,208,4,0,0,0,RandD,medium,Stable
EMP-8469,5,High,3,Medium,5,178,2,1,0,0,RandD,medium,Stable
EMP-8470,4,High,4,High,5,192,3,0,0,0,RandD,medium,Stable
EMP-8471,4,High,5,High,4,242,2,0,0,0,RandD,medium,Stable
EMP-8472,2,Low,3,Medium,4,277,5,0,0,0,RandD,medium,Burnout Risk
EMP-8473,4,High,5,High,3,173,2,1,0,0,marketing,medium,Stable
EMP-8474,2,Low,4,High,4,276,6,0,0,0,marketing,high,Burnout Risk
EMP-8475,4,High,4,High,2,189,3,0,0,0,sales,low,Stable
EMP-8476,5,High,3,Medium,4,139,2,0,0,0,accounting,low,Stable
EMP-8477,3,Medium,3,Medium,5,140,3,0,0,0,support,low,Stable
EMP-8478,3,Medium,4,High,5,191,3,1,0,0,technical,high,Stable
EMP-8479,4,High,4,High,5,178,2,0,0,0,management,low,Stable
EMP-8480,3,Medium,4,High,4,184,3,0,0,0,marketing,low,Stable
EMP-8481,5,High,3,Medium,3,144,3,0,0,0,marketing,low,Stable
EMP-8482,5,High,5,High,3,160,2,0,0,0,marketing,high,Stable
EMP-8483,4,High,4,High,3,225,2,0,0,0,sales,low,Stable
EMP-8484,5,High,4,High,5,266,2,0,0,0,sales,low,Stable
EMP-8485,4,High,4,High,5,154,2,0,0,0,sales,low,Stable
EMP-8486,4,High,4,High,4,142,2,1,0,0,sales,low,Stable
EMP-8487,4,High,4,High,3,207,4,1,0,0,sales,low,Stable
EMP-8488,4,High,3,Medium,4,162,3,0,0,0,sales,low,Stable
EMP-8489,2,Low,5,High,6,287,5,1,0,0,sales,low,Burnout Risk
EMP-8490,5,High,4,High,2,270,6,1,0,0,sales,medium,Stable
EMP-8491,2,Low,4,High,5,160,4,1,0,0,sales,medium,Stable
EMP-8492,2,Low,5,High,6,113,2,0,0,0,sales,medium,Stable
EMP-8493,4,High,3,Medium,4,178,4,0,0,0,sales,medium,Stable
EMP-8494,3,Medium,4,High,3,153,2,0,0,0,sales,medium,Stable
EMP-8495,5,High,3,Medium,4,255,2,0,0,0,sales,medium,Stable
EMP-8496,4,High,4,High,4,257,3,1,0,0,sales,medium,Stable
EMP-8497,4,High,4,High,4,243,3,0,0,0,sales,medium,Stable
EMP-8498,5,High,5,High,3,179,3,0,0,0,sales,medium,Stable
EMP-8499,3,Medium,2,Low,3,123,2,0,0,0,sales,medium,Stable
EMP-8500,5,High,4,High,3,132,2,0,0,0,sales,medium,Stable
EMP-8501,4,High,4,High,3,134,3,0,0,0,sales,medium,Stable
EMP-8502,3,Medium,3,Medium,3,277,2,1,0,0,accounting,high,Stable
EMP-8503,4,High,5,High,5,265,2,0,0,0,accounting,low,Stable
EMP-8504,3,Medium,3,Medium,4,269,4,0,0,0,accounting,medium,Stable
EMP-8505,4,High,5,High,4,156,4,0,0,0,hr,medium,Stable
EMP-8506,2,Low,5,High,6,237,5,0,0,0,hr,medium,Burnout Risk
EMP-8507,4,High,5,High,3,271,2,0,0,0,hr,medium,Stable
EMP-8508,4,High,5,High,3,206,2,0,0,0,hr,low,Stable
EMP-8509,3,Medium,5,High,4,192,3,0,0,0,technical,low,Stable
EMP-8510,4,High,5,High,4,230,3,0,0,0,technical,low,Stable
EMP-8511,5,High,3,Medium,4,261,3,0,0,0,technical,low,Stable
EMP-8512,3,Medium,5,High,3,173,3,1,0,0,technical,low,Stable
EMP-8513,2,Low,5,High,2,109,4,1,0,0,technical,low,Stable
EMP-8514,5,High,3,Medium,3,247,4,0,0,0,technical,low,Stable
EMP-8515,4,High,4,High,5,163,3,0,0,0,technical,low,Stable
EMP-8516,4,High,4,High,4,149,4,0,0,0,technical,low,Stable
EMP-8517,2,Low,3,Medium,6,218,6,0,0,0,technical,low,Burnout Risk
EMP-8518,3,Medium,4,High,4,194,2,0,0,0,technical,low,Stable
EMP-8519,3,Medium,3,Medium,4,157,2,0,0,0,technical,low,Stable
EMP-8520,2,Low,4,High,5,244,3,0,0,0,support,low,Burnout Risk
EMP-8521,5,High,3,Medium,5,169,2,0,0,0,support,low,Stable
EMP-8522,2,Low,3,Medium,2,146,3,1,0,0,support,low,Stable
EMP-8523,3,Medium,3,Medium,5,207,3,0,0,0,support,low,Stable
EMP-8524,2,Low,5,High,3,195,5,0,0,0,support,low,Stable
EMP-8525,3,Medium,4,High,6,148,4,0,0,0,support,low,Stable
EMP-8526,5,High,3,Medium,3,272,2,0,0,0,support,low,Stable
EMP-8527,5,High,4,High,3,185,2,0,0,0,support,low,Stable
EMP-8528,5,High,3,Medium,5,260,2,1,0,0,support,low,Stable
EMP-8529,5,High,3,Medium,3,182,2,1,0,0,support,medium,Stable
EMP-8530,4,High,4,High,3,195,3,0,0,0,support,medium,Stable
EMP-8531,5,High,4,High,3,168,3,0,0,0,technical,medium,Stable
EMP-8532,4,High,5,High,3,198,4,1,0,0,technical,medium,Stable
EMP-8533,3,Medium,5,High,5,172,2,0,0,0,technical,medium,Stable
EMP-8534,3,Medium,3,Medium,4,216,2,1,0,0,management,medium,Stable
EMP-8535,3,Medium,4,High,3,232,2,0,0,0,IT,medium,Stable
EMP-8536,3,Medium,3,Medium,3,148,3,0,0,0,IT,medium,Stable
EMP-8537,3,Medium,4,High,4,210,2,0,0,0,IT,medium,Stable
EMP-8538,5,High,3,Medium,3,197,2,0,0,0,IT,medium,Stable
EMP-8539,4,High,4,High,4,241,3,0,0,0,IT,medium,Stable
EMP-8540,3,Medium,4,High,5,154,2,0,0,0,product_mng,medium,Stable
EMP-8541,3,Medium,4,High,3,259,2,0,0,0,product_mng,high,Stable
EMP-8542,3,Medium,4,High,4,106,2,1,0,0,product_mng,low,Stable
EMP-8543,4,High,4,High,5,262,2,0,0,0,product_mng,medium,Stable
EMP-8544,4,High,5,High,2,202,2,0,0,0,IT,medium,Stable
EMP-8545,2,Low,4,High,5,174,5,1,0,0,RandD,medium,Stable
EMP-8546,3,Medium,5,High,4,240,2,0,0,0,RandD,medium,Stable
EMP-8547,4,High,3,Medium,5,247,3,0,0,0,RandD,low,Stable
EMP-8548,4,High,4,High,4,148,3,0,0,0,RandD,low,Stable
EMP-8549,4,High,4,High,5,187,2,1,0,0,RandD,low,Stable
EMP-8550,5,High,3,Medium,4,183,3,0,0,0,marketing,low,Stable
EMP-8551,5,High,3,Medium,4,240,2,0,0,0,sales,low,Stable
EMP-8552,2,Low,3,Medium,4,149,3,0,0,0,accounting,low,Stable
EMP-8553,3,Medium,3,Medium,2,130,3,0,0,0,support,low,Stable
EMP-8554,4,High,4,High,4,203,2,0,0,0,technical,low,Stable
EMP-8555,4,High,3,Medium,3,218,3,0,0,0,management,low,Stable
EMP-8556,5,High,5,High,4,204,3,1,0,0,marketing,low,Stable
EMP-8557,3,Medium,4,High,4,163,3,1,0,0,marketing,low,Stable
EMP-8558,3,Medium,3,Medium,4,183,3,0,0,0,marketing,low,Stable
EMP-8559,3,Medium,3,Medium,4,211,4,0,0,0,sales,low,Stable
EMP-8560,4,High,4,High,5,156,5,1,0,0,sales,low,Stable
EMP-8561,4,High,3,Medium,3,196,3,0,0,0,sales,low,Stable
EMP-8562,4,High,3,Medium,4,162,2,0,0,0,sales,low,Stable
EMP-8563,2,Low,5,High,3,218,4,0,0,0,sales,low,Burnout Risk
EMP-8564,5,High,4,High,4,135,2,1,0,0,sales,low,Stable
EMP-8565,5,High,4,High,2,273,3,0,0,0,sales,low,Stable
EMP-8566,3,Medium,4,High,3,241,3,0,0,0,sales,low,Stable
EMP-8567,4,High,3,Medium,6,285,4,0,0,0,sales,low,Stable
EMP-8568,4,High,3,Medium,6,236,3,0,0,0,sales,medium,Stable
EMP-8569,5,High,3,Medium,4,222,3,0,0,0,sales,medium,Stable
EMP-8570,4,High,4,High,4,242,3,0,0,0,sales,medium,Stable
EMP-8571,4,High,4,High,5,166,3,0,0,0,sales,medium,Stable
EMP-8572,4,High,4,High,3,172,3,0,0,0,sales,medium,Stable
EMP-8573,3,Medium,3,Medium,4,249,2,0,0,0,sales,medium,Stable
EMP-8574,4,High,5,High,4,180,2,0,0,0,sales,medium,Stable
EMP-8575,4,High,3,Medium,4,197,4,0,0,0,sales,medium,Stable
EMP-8576,5,High,3,Medium,5,185,2,0,0,0,sales,medium,Stable
EMP-8577,5,High,4,High,3,171,2,0,0,0,sales,medium,Stable
EMP-8578,4,High,5,High,6,191,6,0,0,0,accounting,medium,Stable
EMP-8579,3,Medium,3,Medium,4,250,2,0,0,0,accounting,medium,Stable
EMP-8580,4,High,5,High,5,199,3,0,0,0,accounting,high,Stable
EMP-8581,4,High,4,High,3,139,2,0,0,0,hr,low,Stable
EMP-8582,3,Medium,5,High,3,224,3,0,0,0,hr,medium,Stable
EMP-8583,4,High,3,Medium,3,227,3,0,0,0,hr,medium,Stable
EMP-8584,4,High,4,High,4,198,2,0,0,0,hr,medium,Stable
EMP-8585,4,High,5,High,5,165,5,0,0,0,technical,medium,Stable
EMP-8586,4,High,5,High,4,199,3,0,0,0,technical,low,Stable
EMP-8587,5,High,4,High,5,203,3,0,0,0,technical,low,Stable
EMP-8588,4,High,5,High,4,243,3,1,0,0,technical,low,Stable
EMP-8589,4,High,4,High,3,135,3,0,0,0,technical,low,Stable
EMP-8590,3,Medium,3,Medium,4,100,4,1,0,0,technical,low,Stable
EMP-8591,3,Medium,3,Medium,2,150,3,1,0,0,technical,low,Stable
EMP-8592,4,High,4,High,4,252,3,0,0,0,technical,low,Stable
EMP-8593,2,Low,3,Medium,3,98,3,0,0,0,technical,low,Stable
EMP-8594,5,High,3,Medium,3,262,3,0,0,0,technical,low,Stable
EMP-8595,4,High,4,High,3,257,3,0,0,0,technical,low,Stable
EMP-8596,5,High,5,High,3,160,3,0,0,0,support,low,Stable
EMP-8597,4,High,4,High,3,190,3,0,0,0,support,low,Stable
EMP-8598,4,High,4,High,3,231,2,0,0,0,support,low,Stable
EMP-8599,3,Medium,3,Medium,3,190,4,0,0,0,support,low,Stable
EMP-8600,3,Medium,3,Medium,4,181,3,0,0,0,support,low,Stable
EMP-8601,3,Medium,5,High,4,273,3,0,0,0,support,low,Stable
EMP-8602,2,Low,4,High,5,214,6,1,0,0,support,low,Burnout Risk
EMP-8603,3,Medium,3,Medium,4,192,2,0,0,0,support,low,Stable
EMP-8604,5,High,4,High,4,224,2,0,0,0,support,low,Stable
EMP-8605,3,Medium,3,Medium,3,96,3,0,0,0,support,low,Stable
EMP-8606,5,High,3,Medium,3,276,4,0,0,0,support,low,Stable
EMP-8607,4,High,4,High,3,162,2,1,0,0,technical,medium,Stable
EMP-8608,4,High,4,High,4,190,4,0,0,0,technical,medium,Stable
EMP-8609,3,Medium,3,Medium,4,147,3,0,0,0,technical,medium,Stable
EMP-8610,3,Medium,4,High,4,143,3,0,0,0,management,medium,Stable
EMP-8611,3,Medium,3,Medium,5,280,6,1,0,0,IT,medium,Stable
EMP-8612,4,High,3,Medium,3,137,2,0,0,0,IT,medium,Stable
EMP-8613,3,Medium,5,High,3,259,6,0,0,0,IT,medium,Stable
EMP-8614,4,High,4,High,4,176,3,1,0,0,IT,medium,Stable
EMP-8615,2,Low,4,High,5,231,4,1,0,0,IT,medium,Burnout Risk
EMP-8616,5,High,3,Medium,3,104,3,0,0,0,product_mng,medium,Stable
EMP-8617,2,Low,4,High,5,224,2,0,0,0,product_mng,medium,Burnout Risk
EMP-8618,4,High,4,High,4,202,3,1,0,0,product_mng,medium,Stable
EMP-8619,3,Medium,4,High,4,180,3,0,0,0,product_mng,high,Stable
EMP-8620,4,High,3,Medium,3,228,2,1,0,0,IT,low,Stable
EMP-8621,3,Medium,4,High,5,165,2,0,0,0,RandD,medium,Stable
EMP-8622,3,Medium,4,High,2,177,6,0,0,0,RandD,medium,Stable
EMP-8623,3,Medium,3,Medium,3,194,2,1,0,0,RandD,medium,Stable
EMP-8624,4,High,5,High,3,192,4,1,0,0,RandD,medium,Stable
EMP-8625,4,High,4,High,4,171,2,0,0,0,RandD,low,Stable
EMP-8626,3,Medium,5,High,3,187,2,0,0,0,marketing,low,Stable
EMP-8627,4,High,3,Medium,3,205,3,0,0,0,sales,low,Stable
EMP-8628,4,High,4,High,5,230,4,1,0,0,accounting,low,Stable
EMP-8629,2,Low,5,High,5,172,2,0,0,0,support,low,Stable
EMP-8630,5,High,3,Medium,4,167,3,1,0,0,technical,low,Stable
EMP-8631,2,Low,5,High,5,145,3,0,0,0,management,low,Stable
EMP-8632,5,High,3,Medium,3,166,3,0,0,0,marketing,low,Stable
EMP-8633,4,High,5,High,3,148,3,0,0,0,marketing,low,Stable
EMP-8634,3,Medium,5,High,5,223,3,0,0,0,marketing,low,Stable
EMP-8635,5,High,3,Medium,2,123,4,0,0,0,sales,low,Stable
EMP-8636,3,Medium,5,High,3,158,3,0,0,0,sales,low,Stable
EMP-8637,5,High,4,High,3,223,2,0,0,0,sales,low,Stable
EMP-8638,3,Medium,4,High,3,252,3,0,0,0,sales,low,Stable
EMP-8639,3,Medium,5,High,5,143,2,0,0,0,sales,low,Stable
EMP-8640,2,Low,5,High,5,131,6,0,0,0,sales,low,Stable
EMP-8641,3,Medium,4,High,5,206,4,1,0,0,sales,low,Stable
EMP-8642,3,Medium,3,Medium,4,210,3,0,0,0,sales,low,Stable
EMP-8643,5,High,5,High,4,262,3,0,0,0,sales,medium,Stable
EMP-8644,4,High,4,High,4,147,3,0,0,0,sales,medium,Stable
EMP-8645,4,High,4,High,4,259,3,0,0,0,sales,medium,Stable
EMP-8646,3,Medium,4,High,4,174,3,0,0,0,sales,medium,Stable
EMP-8647,4,High,4,High,3,150,4,0,0,0,sales,medium,Stable
EMP-8648,5,High,4,High,4,219,2,0,0,0,sales,medium,Stable
EMP-8649,3,Medium,5,High,5,178,4,0,0,0,sales,medium,Stable
EMP-8650,4,High,5,High,3,269,3,1,0,0,sales,medium,Stable
EMP-8651,2,Low,4,High,6,205,5,1,0,0,sales,medium,Burnout Risk
EMP-8652,4,High,4,High,3,232,3,1,0,0,sales,medium,Stable
EMP-8653,3,Medium,3,Medium,3,193,3,0,0,0,sales,medium,Stable
EMP-8654,1,Low,3,Medium,3,110,2,0,0,0,accounting,medium,Stable
EMP-8655,4,High,3,Medium,4,208,3,0,0,0,accounting,high,Stable
EMP-8656,2,Low,4,High,5,157,4,0,0,0,accounting,low,Stable
EMP-8657,4,High,5,High,5,187,4,0,0,0,hr,medium,Stable
EMP-8658,4,High,5,High,4,226,3,0,0,0,hr,medium,Stable
EMP-8659,4,High,4,High,4,266,3,0,0,0,hr,medium,Stable
EMP-8660,4,High,3,Medium,3,159,3,0,0,0,hr,medium,Stable
EMP-8661,3,Medium,4,High,4,259,3,1,0,0,technical,low,Stable
EMP-8662,4,High,4,High,4,150,3,1,0,0,technical,low,Stable
EMP-8663,3,Medium,3,Medium,4,152,3,0,0,0,technical,low,Stable
EMP-8664,3,Medium,4,High,5,245,2,0,0,0,technical,low,Stable
EMP-8665,4,High,4,High,5,227,2,0,0,0,technical,low,Stable
EMP-8666,4,High,4,High,4,261,3,0,0,0,technical,low,Stable
EMP-8667,4,High,3,Medium,4,162,3,1,0,0,technical,low,Stable
EMP-8668,5,High,5,High,4,193,3,0,0,0,technical,low,Stable
EMP-8669,5,High,4,High,4,144,2,0,0,0,technical,low,Stable
EMP-8670,3,Medium,3,Medium,6,151,2,0,0,0,technical,low,Stable
EMP-8671,3,Medium,5,High,4,225,2,0,0,0,technical,low,Stable
EMP-8672,4,High,3,Medium,5,170,2,0,0,0,support,low,Stable
EMP-8673,5,High,4,High,4,246,3,1,0,0,support,low,Stable
EMP-8674,4,High,4,High,4,254,3,0,0,0,support,low,Stable
EMP-8675,2,Low,4,High,2,193,4,0,0,0,support,low,Stable
EMP-8676,3,Medium,5,High,4,175,3,0,0,0,support,low,Stable
EMP-8677,2,Low,5,High,3,123,4,0,0,0,support,low,Stable
EMP-8678,2,Low,3,Medium,3,178,5,0,0,0,support,low,Stable
EMP-8679,5,High,5,High,3,259,2,0,0,0,support,low,Stable
EMP-8680,2,Low,5,High,5,201,6,0,0,0,support,low,Burnout Risk
EMP-8681,2,Low,5,High,4,185,3,0,0,0,support,low,Stable
EMP-8682,2,Low,3,Medium,2,166,3,0,0,0,support,medium,Stable
EMP-8683,2,Low,5,High,4,213,4,0,0,0,technical,medium,Burnout Risk
EMP-8684,4,High,4,High,4,138,2,0,0,0,technical,medium,Stable
EMP-8685,4,High,3,Medium,3,168,2,0,0,0,technical,medium,Stable
EMP-8686,3,Medium,3,Medium,4,197,3,0,0,0,management,medium,Stable
EMP-8687,5,High,4,High,5,220,3,0,0,0,IT,medium,Stable
EMP-8688,4,High,5,High,3,101,3,1,0,0,IT,medium,Stable
EMP-8689,3,Medium,4,High,4,175,3,1,0,0,IT,medium,Stable
EMP-8690,3,Medium,4,High,5,181,5,0,0,0,IT,medium,Stable
EMP-8691,3,Medium,3,Medium,3,157,3,0,0,0,IT,medium,Stable
EMP-8692,5,High,4,High,3,247,2,0,0,0,product_mng,medium,Stable
EMP-8693,4,High,5,High,5,244,2,0,0,0,product_mng,medium,Stable
EMP-8694,2,Low,3,Medium,4,152,5,0,0,0,product_mng,high,Stable
EMP-8695,4,High,5,High,5,176,4,0,0,0,product_mng,low,Stable
EMP-8696,5,High,5,High,5,241,2,0,0,0,IT,medium,Stable
EMP-8697,3,Medium,3,Medium,4,240,2,0,0,0,RandD,medium,Stable
EMP-8698,3,Medium,4,High,3,226,3,0,0,0,RandD,medium,Stable
EMP-8699,4,High,4,High,6,240,4,0,0,0,RandD,medium,Stable
EMP-8700,3,Medium,4,High,3,253,5,1,0,0,RandD,low,Stable
EMP-8701,4,High,4,High,4,174,3,1,0,0,RandD,low,Stable
EMP-8702,3,Medium,4,High,3,213,2,0,0,0,marketing,low,Stable
EMP-8703,3,Medium,4,High,4,195,2,0,0,0,sales,low,Stable
EMP-8704,3,Medium,5,High,6,230,4,0,0,0,accounting,low,Stable
EMP-8705,2,Low,4,High,2,248,6,1,0,0,support,low,Burnout Risk
EMP-8706,4,High,4,High,4,274,2,1,0,0,technical,low,Stable
EMP-8707,5,High,5,High,4,217,2,0,0,0,management,low,Stable
EMP-8708,2,Low,4,High,6,229,6,0,0,0,marketing,low,Burnout Risk
EMP-8709,4,High,4,High,5,173,3,0,0,0,marketing,low,Stable
EMP-8710,4,High,4,High,2,146,4,0,0,0,marketing,low,Stable
EMP-8711,3,Medium,4,High,5,151,5,0,0,0,sales,low,Stable
EMP-8712,4,High,4,High,2,137,3,1,0,0,sales,low,Stable
EMP-8713,4,High,3,Medium,3,198,3,0,0,0,sales,low,Stable
EMP-8714,2,Low,4,High,4,190,5,0,0,0,sales,low,Stable
EMP-8715,3,Medium,5,High,4,206,3,0,0,0,sales,low,Stable
EMP-8716,3,Medium,5,High,4,238,3,0,0,0,sales,low,Stable
EMP-8717,3,Medium,3,Medium,3,193,2,1,0,0,sales,low,Stable
EMP-8718,5,High,3,Medium,4,176,3,0,0,0,sales,low,Stable
EMP-8719,4,High,3,Medium,6,121,5,0,0,0,sales,low,Stable
EMP-8720,5,High,5,High,4,145,2,0,0,0,sales,low,Stable
EMP-8721,3,Medium,4,High,4,212,3,1,0,0,sales,medium,Stable
EMP-8722,3,Medium,3,Medium,3,198,4,0,0,0,sales,medium,Stable
EMP-8723,5,High,3,Medium,3,189,4,1,0,0,sales,medium,Stable
EMP-8724,4,High,4,High,2,200,3,0,0,0,sales,medium,Stable
EMP-8725,2,Low,4,High,4,217,5,0,0,0,sales,medium,Burnout Risk
EMP-8726,4,High,4,High,5,245,3,0,0,0,sales,medium,Stable
EMP-8727,5,High,3,Medium,3,260,3,0,0,0,sales,medium,Stable
EMP-8728,2,Low,4,High,5,206,5,0,0,0,sales,medium,Burnout Risk
EMP-8729,3,Medium,4,High,3,249,2,0,0,0,sales,medium,Stable
EMP-8730,4,High,4,High,4,154,2,1,0,0,accounting,medium,Stable
EMP-8731,4,High,3,Medium,4,147,3,0,0,0,accounting,medium,Stable
EMP-8732,3,Medium,4,High,3,148,2,0,0,0,accounting,medium,Stable
EMP-8733,4,High,3,Medium,3,220,2,0,0,0,hr,high,Stable
EMP-8734,4,High,4,High,3,241,3,0,0,0,hr,low,Stable
EMP-8735,4,High,3,Medium,3,242,3,0,0,0,hr,medium,Stable
EMP-8736,4,High,4,High,2,156,3,1,0,0,hr,medium,Stable
EMP-8737,4,High,4,High,3,155,3,0,0,0,technical,medium,Stable
EMP-8738,3,Medium,3,Medium,3,211,3,0,0,0,technical,medium,Stable
EMP-8739,4,High,4,High,4,137,2,1,0,0,technical,low,Stable
EMP-8740,3,Medium,5,High,2,269,2,0,0,0,technical,low,Stable
EMP-8741,3,Medium,4,High,2,142,3,0,0,0,technical,low,Stable
EMP-8742,4,High,3,Medium,5,267,2,0,0,0,technical,low,Stable
EMP-8743,5,High,3,Medium,5,134,6,0,0,0,technical,low,Stable
EMP-8744,1,Low,3,Medium,5,287,4,0,0,0,technical,low,Burnout Risk
EMP-8745,3,Medium,3,Medium,4,134,3,0,0,0,technical,low,Stable
EMP-8746,3,Medium,3,Medium,3,185,2,0,0,0,technical,low,Stable
EMP-8747,4,High,5,High,3,181,4,0,0,0,technical,medium,Stable
EMP-8748,2,Low,4,High,5,169,4,0,0,0,support,medium,Stable
EMP-8749,2,Low,4,High,3,201,6,0,0,0,support,medium,Burnout Risk
EMP-8750,3,Medium,3,Medium,2,215,6,0,0,0,support,medium,Stable
EMP-8751,2,Low,4,High,3,222,5,0,0,0,support,medium,Burnout Risk
EMP-8752,4,High,4,High,4,137,2,0,0,0,support,medium,Stable
EMP-8753,2,Low,3,Medium,6,176,5,0,0,0,support,medium,Stable
EMP-8754,4,High,4,High,3,257,2,0,0,0,support,medium,Stable
EMP-8755,5,High,3,Medium,3,224,4,0,0,0,support,medium,Stable
EMP-8756,3,Medium,5,High,5,226,3,0,0,0,support,medium,Stable
EMP-8757,3,Medium,3,Medium,5,196,3,0,0,0,support,medium,Stable
EMP-8758,5,High,5,High,5,256,4,0,0,0,support,medium,Stable
EMP-8759,5,High,4,High,3,153,4,0,0,0,technical,medium,Stable
EMP-8760,3,Medium,5,High,4,221,3,0,0,0,technical,medium,Stable
EMP-8761,1,Low,5,High,3,236,3,0,0,0,technical,medium,Burnout Risk
EMP-8762,5,High,4,High,5,137,3,0,0,0,management,medium,Stable
EMP-8763,5,High,3,Medium,4,256,2,0,0,0,IT,medium,Stable
EMP-8764,3,Medium,4,High,4,161,2,0,0,0,IT,medium,Stable
EMP-8765,5,High,3,Medium,4,167,3,1,0,0,IT,medium,Stable
EMP-8766,2,Low,4,High,3,194,2,0,0,0,IT,medium,Stable
EMP-8767,5,High,5,High,3,231,3,0,0,0,IT,medium,Stable
EMP-8768,4,High,4,High,4,152,2,1,0,0,product_mng,medium,Stable
EMP-8769,4,High,4,High,3,150,3,1,0,0,product_mng,medium,Stable
EMP-8770,3,Medium,3,Medium,3,207,3,0,0,0,product_mng,medium,Stable
EMP-8771,5,High,4,High,4,172,3,0,0,0,product_mng,medium,Stable
EMP-8772,3,Medium,4,High,2,273,2,0,0,0,IT,high,Stable
EMP-8773,5,High,4,High,4,134,3,0,0,0,RandD,high,Stable
EMP-8774,3,Medium,4,High,3,109,2,0,0,0,RandD,high,Stable
EMP-8775,4,High,3,Medium,4,124,3,1,0,0,RandD,high,Stable
EMP-8776,4,High,4,High,4,253,4,0,0,0,RandD,high,Stable
EMP-8777,3,Medium,5,High,5,224,3,0,0,0,RandD,high,Stable
EMP-8778,4,High,3,Medium,3,217,2,0,0,0,marketing,high,Stable
EMP-8779,4,High,4,High,3,148,4,0,0,0,sales,high,Stable
EMP-8780,4,High,4,High,5,240,3,0,0,0,accounting,high,Stable
EMP-8781,3,Medium,3,Medium,2,226,3,0,0,0,support,high,Stable
EMP-8782,3,Medium,5,High,4,176,3,0,0,0,technical,high,Stable
EMP-8783,4,High,5,High,4,248,3,0,0,0,management,high,Stable
EMP-8784,4,High,3,Medium,2,206,2,0,0,0,marketing,low,Stable
EMP-8785,3,Medium,4,High,3,192,3,1,0,0,marketing,low,Stable
EMP-8786,5,High,3,Medium,3,140,4,0,0,0,marketing,low,Stable
EMP-8787,5,High,3,Medium,4,141,3,0,0,0,sales,low,Stable
EMP-8788,4,High,4,High,3,220,3,0,0,0,sales,low,Stable
EMP-8789,5,High,3,Medium,4,140,3,0,0,0,sales,low,Stable
EMP-8790,4,High,3,Medium,4,194,2,1,0,0,sales,low,Stable
EMP-8791,2,Low,5,High,2,228,3,0,0,0,sales,low,Burnout Risk
EMP-8792,4,High,4,High,4,238,3,0,0,0,sales,low,Stable
EMP-8793,4,High,5,High,3,207,3,0,0,0,sales,low,Stable
EMP-8794,4,High,4,High,4,164,2,0,0,0,sales,low,Stable
EMP-8795,3,Medium,5,High,3,224,3,0,0,0,sales,low,Stable
